word,usage,in_sentences,tier,why,act,jit,frames,recording,source,alias_of
車_B,19,,severe,severe 抓不到手,0.047,0.01466,149,0309_車_B.json,twtsl:309,
車_B_N,19,,severe,severe 抓不到手,0.047,0.01466,149,0309_車_B_N.json,twtsl:309,
車_S,19,,severe,severe 抓不到手,0.1721,0.01568,122,0310_車_S.json,twtsl:310,
筷子,19,,severe,severe 抓不到手,0.28,0.01947,100,0384_筷子.json,twtsl:384,
筷子_N,19,,severe,severe 抓不到手,0.28,0.01947,100,0384_筷子_N.json,twtsl:384,
筷子_S,19,,severe,severe 抓不到手,0.0,0.01648,79,0385_筷子_S.json,twtsl:385,
認識_B,19,,severe,severe 抓不到手,0.2621,0.02198,103,1157_認識_B.json,twtsl:1157,
認識_A,19,,poor,poor 偵測率低,0.4308,0.01515,130,1159_認識_A.json,twtsl:1159,
假,19,,poor,poor 偵測率低,0.4091,0.0223,22,moc_G4D11P2.json,moc:G4D11P2,
照片,19,,poor,poor 偵測率低,0.36,0.02747,100,moe_04_0862.json,moe:vocabulary/04/0862,
整天_B,18,,poor,poor 偵測率低,0.3171,0.04647,82,0058_從早到晚_B.json,twtsl:58,
整天_A,18,,severe,severe 抓不到手,0.1368,0.03507,95,0057_從早到晚_A.json,twtsl:57,
在,18,,poor,poor 偵測率低,0.4198,0.01856,81,0110_在.json,twtsl:110,
沒關係_A,18,,poor,poor 偵測率低,0.3966,0.03237,58,0586_沒關係_A.json,twtsl:586,
沒關係_B,18,,severe,severe 抓不到手,0.1786,0.01888,84,0587_沒關係_B.json,twtsl:587,
貴_A,18,,severe,severe 抓不到手,0.2824,0.01852,85,0721_貴_A.json,twtsl:721,
貴_B,18,,poor,poor 偵測率低,0.4103,0.02163,78,0722_貴_B.json,twtsl:722,
拍攝_A,18,,severe,severe 抓不到手,0.0571,0.02286,105,0790_拍攝_A.json,twtsl:790,
拍攝_B,18,,poor,poor 偵測率低,0.407,0.01945,86,0791_拍攝_B.json,twtsl:791,
拍攝_C,18,,severe,severe 抓不到手,0.0353,0.02953,85,0792_拍攝_C.json,twtsl:792,
加入_A,18,,poor,poor 偵測率低,0.5529,0.04061,85,1125_加入_A.json,twtsl:1125,
小,18,,poor,poor 偵測率低,0.3689,0.02258,103,1214_小.json,twtsl:1214,
不用_N,18,,poor,poor 偵測率低,0.3191,0.02067,94,1400_不用_N.json,twtsl:1400,
不用_S,18,,severe,severe 抓不到手,0.2333,0.02647,60,1401_不用_S.json,twtsl:1401,
訓練,18,,poor,poor 偵測率低,0.5132,0.01799,76,2270_訓練_A.json,moe:vocabulary/05/2191,
訓練_A,18,,poor,poor 偵測率低,0.5132,0.01799,76,2270_訓練_A.json,twtsl:2270,
訓練_C,18,,severe,severe 抓不到手,0.0567,0.01463,141,2272_訓練_C.json,twtsl:2272,
父母_A,18,,poor,poor 偵測率低,0.4486,0.01298,107,2616_爸爸媽媽_A.json,twtsl:2616,
父母_B,18,,poor,poor 偵測率低,0.5214,0.01578,117,2617_爸爸媽媽_B.json,twtsl:2617,
用,18,,poor,poor 偵測率低,0.4195,0.00755,174,twtsl2_用.json,twtsl:rescan-2026-09,
美,17,,poor,poor 偵測率低,0.5114,0.02271,88,0175_美.json,twtsl:175,
漂亮,17,,poor,poor 偵測率低,0.5114,0.02271,88,0175_美_N.json,moc:G2D4P1,
美_N,17,,poor,poor 偵測率低,0.5114,0.02271,88,0175_美_N.json,twtsl:175,
漂亮_N,17,,poor,poor 偵測率低,0.5114,0.02271,88,0175_美_N.json,twtsl:175,
美_S,17,,severe,severe 抓不到手,0.2712,0.0208,118,0176_美_S.json,twtsl:176,
漂亮_S,17,,severe,severe 抓不到手,0.2712,0.0208,118,0176_美_S.json,twtsl:176,
緊張_A,17,,poor,poor 偵測率低,0.4014,0.01529,147,1403_緊張_A.json,twtsl:1403,
緊張_B,17,,poor,poor 偵測率低,0.4754,0.02806,61,1404_緊張_B.json,twtsl:1404,
夜市_A,17,,poor,poor 偵測率低,0.4338,0.01838,136,2660_夜市_A.json,twtsl:2660,
夜市_B,17,,poor,poor 偵測率低,0.3401,0.01964,147,2661_夜市_B.json,twtsl:2661,
夜市_C,17,,poor,poor 偵測率低,0.3867,0.01442,150,2662_夜市_C.json,twtsl:2662,
夜市_D,17,,severe,severe 抓不到手,0.1709,0.01995,158,2663_夜市_D.json,twtsl:2663,
夜市_E,17,,poor,poor 偵測率低,0.4436,0.01679,133,2664_夜市_E.json,twtsl:2664,
天氣_A,17,,severe,severe 抓不到手,0.2063,0.03607,126,3051_天氣_A.json,twtsl:3051,
天氣_B,17,,severe,severe 抓不到手,0.1885,0.02903,122,3052_天氣_B.json,twtsl:3052,
要不要,17,,poor,poor 偵測率低,0.3544,0.01173,158,3533_要不要_S.json,twtsl:3534,
要不要_S,17,,poor,poor 偵測率低,0.3544,0.01173,158,3533_要不要_S.json,twtsl:3533,
要不要_N,17,,poor,poor 偵測率低,0.5147,0.00952,136,3534_要不要_N.json,twtsl:3534,
第一次,17,,severe,severe 抓不到手,0.2963,0.02493,27,moc_G4D11P2.json,moc:G4D11P2,
所以,17,,severe,severe 抓不到手,0.0851,0.02231,94,moe_04_0552.json,moe:vocabulary/04/0552,
肉_A,16,,poor,poor 偵測率低,0.3659,0.01384,123,1306_肉_A.json,twtsl:1306,
肉,16,,poor,poor 偵測率低,0.3659,0.01384,123,1306_肉_A.json,twtsl:1306,
見面_A,16,,poor,poor 偵測率低,0.4058,0.02369,69,1310_見面_A.json,twtsl:1310,
見面_B,16,,poor,poor 偵測率低,0.5333,0.02906,45,1311_見面_B.json,twtsl:1311,
奇怪,16,,poor,poor 偵測率低,0.5574,0.01498,122,2072_奇怪.json,twtsl:2072,
奇怪_N,16,,poor,poor 偵測率低,0.5574,0.01498,122,2072_奇怪_N.json,twtsl:2072,
奇怪_S,16,,severe,severe 抓不到手,0.2222,0.0173,117,2073_奇怪_S.json,twtsl:2073,
圖書館_B,16,,severe,severe 抓不到手,0.0833,0.01609,120,2844_圖書館_B.json,twtsl:2844,
真,16,,severe,severe 抓不到手,0.2692,0.01742,26,moc_G4D11P2.json,moc:G4D11P2,
生氣_A,15,,poor,poor 偵測率低,0.4112,0.02374,107,0076_火大_A.json,twtsl:76,
生氣_B,15,,poor,poor 偵測率低,0.5652,0.01467,92,0077_火大_B.json,twtsl:77,
怕,15,,poor,poor 偵測率低,0.3383,0.01401,133,0039_危險.json,twtsl:40,
怕_N,15,,poor,poor 偵測率低,0.3383,0.01401,133,0039_危險.json,twtsl:39,
怕_S,15,,severe,severe 抓不到手,0.0396,0.01664,101,0040_怕_S.json,twtsl:40,
不小心_A,15,,severe,severe 抓不到手,0.2188,0.02178,96,0314_不小心_A.json,twtsl:314,
不小心_B,15,,severe,severe 抓不到手,0.0267,0.01844,75,0315_不小心_B.json,twtsl:315,
便宜_A,15,,poor,poor 偵測率低,0.3276,0.04477,58,0357_便宜_A.json,twtsl:357,
便宜_B,15,,severe,severe 抓不到手,0.2614,0.0259,88,0358_便宜_B.json,twtsl:358,
舊,15,,poor,poor 偵測率低,0.5476,0.01841,84,1508_舊_B.json,moc:G1D8P3,
舊_B,15,,poor,poor 偵測率低,0.5476,0.01841,84,1508_舊_B.json,twtsl:1508,
號碼_A,15,,poor,poor 偵測率低,0.315,0.01636,127,1479_幾號_A.json,twtsl:1479,
號碼_B,15,,severe,severe 抓不到手,0.0943,0.01548,106,1480_幾號_B.json,twtsl:1480,
舊_A,15,,severe,severe 抓不到手,0.0413,0.01834,121,1509_舊_A.json,twtsl:1509,
紅_N,15,,severe,severe 抓不到手,0.1485,0.01591,101,1752_紅_N.json,twtsl:1752,
紅_S,15,,severe,severe 抓不到手,0.1754,0.01747,114,1753_紅_S.json,twtsl:1753,
游泳_B,15,,poor,poor 偵測率低,0.4079,0.02819,76,2130_游泳_B.json,twtsl:2130,
超過,15,,poor,poor 偵測率低,0.5075,0.02206,67,moc_G3D8P3.json,moc:G3D8P3,
懶,15,,poor,poor 偵測率低,0.4153,0.00997,118,moc_G4D8P3.json,moc:G4D8P3,
游泳,15,,poor,poor 偵測率低,0.58,0.03274,50,moe_06_0644.json,moe:vocabulary/06/0644,
舉手,15,,poor,poor 抖動 jit>0.05,0.7273,0.05488,55,twtsl2_舉手.json,twtsl:rescan-2026-09,
騎腳踏車_A,14,,severe,severe 抓不到手,0.0417,0.02697,144,0200_自行車_A.json,twtsl:200,
哭_A,14,,severe,severe 抓不到手,0.0095,0.01813,105,0497_哭_A.json,twtsl:497,
哭_B,14,,severe,severe 抓不到手,0.2442,0.02005,86,0498_哭_B.json,twtsl:498,
頭暈,14,,poor,poor 偵測率低,0.3725,0.01979,102,0584_頭暈.json,twtsl:584,
蛋_A,14,,poor,poor 偵測率低,0.4228,0.01406,123,0654_蛋_A.json,twtsl:654,
蛋_B,14,,poor,poor 偵測率低,0.4859,0.01268,142,0655_蛋_B.json,twtsl:655,
蛋_C,14,,poor,poor 偵測率低,0.3942,0.01706,104,0656_蛋_C.json,twtsl:656,
誤會_A,14,,severe,severe 抓不到手,0.0435,0.03175,92,0905_搞錯_A.json,twtsl:905,
誤會_B,14,,severe,severe 抓不到手,0.2133,0.02091,75,0907_誤會_B.json,twtsl:907,
研究_A,14,,severe,severe 抓不到手,0.1705,0.01856,129,1775_研究_A.json,twtsl:1775,
研究_B,14,,severe,severe 抓不到手,0.0,0.0179,108,1776_研究_B.json,twtsl:1776,
研究_C,14,,severe,severe 抓不到手,0.0192,0.01747,104,1777_研究_C.json,twtsl:1777,
試試看_N,14,,severe,severe 抓不到手,0.0328,0.01301,122,2287_試試看_N.json,twtsl:2287,
試試看_S,14,,severe,severe 抓不到手,0.0,0.01867,115,2288_試試看_S.json,twtsl:2288,
需要_N,14,,poor,poor 偵測率低,0.4535,0.0221,86,2396_要_N.json,twtsl:2396,
需要_S,14,,severe,severe 抓不到手,0.0,0.01604,88,2397_要_S.json,twtsl:2397,
贏,14,,poor,poor 偵測率低,0.3659,0.03026,82,2460_勝利.json,twtsl:2460,
班級_A,14,,poor,poor 偵測率低,0.504,0.01638,125,3278_班級_A.json,twtsl:3278,
班級_B,14,,poor,poor 偵測率低,0.5385,0.01784,117,3279_班級_B.json,twtsl:3279,
哭,14,,severe,severe 抓不到手,0.186,0.01089,43,moc_G3D2P2.json,moc:G3D2P2,
拍照_A,13,,poor,poor 偵測率低,0.495,0.0208,101,0283_照相_A.json,twtsl:283,
拍照_B,13,,severe,severe 抓不到手,0.0,0.02463,88,0284_拍照_B.json,twtsl:284,
車禍_A,13,,poor,poor 偵測率低,0.3269,0.02144,104,0307_車禍_A.json,twtsl:307,
車禍_B,13,,poor,poor 偵測率低,0.4559,0.0218,68,0308_車禍_B.json,twtsl:308,
容易_C,13,,severe,severe 抓不到手,0.1954,0.02272,87,0641_容易_C.json,twtsl:641,
容易_A,13,,severe,severe 抓不到手,0.0,0.02035,122,0646_容易_A.json,twtsl:646,
容易_B,13,,poor,poor 偵測率低,0.301,0.01691,103,0647_容易_B.json,twtsl:647,
足夠,13,,poor,poor 偵測率低,0.3267,0.0177,101,0687_足夠.json,twtsl:687,
足夠_N,13,,poor,poor 偵測率低,0.3267,0.0177,101,0687_足夠_N.json,twtsl:687,
足夠_S,13,,severe,severe 抓不到手,0.0286,0.01867,105,0688_足夠_S.json,twtsl:688,
夫妻,13,,poor,poor 偵測率低,0.4896,0.01752,96,1047_夫婦.json,moe:vocabulary/02/0227,
夫妻_A,13,,poor,poor 偵測率低,0.4896,0.01752,96,1047_夫婦.json,twtsl:1047,
油_N,13,,severe,severe 抓不到手,0.0,0.01594,136,1505_油_N.json,twtsl:1505,
油_S,13,,severe,severe 抓不到手,0.0286,0.01678,105,1506_油_S.json,twtsl:1506,
睡_A,13,,severe,severe 抓不到手,0.0,0.02519,86,1954_睡_A.json,twtsl:1954,
睡_B,13,,severe,severe 抓不到手,0.0957,0.02298,94,1955_睡_B.json,twtsl:1955,
睡_C,13,,severe,severe 抓不到手,0.0,0.02063,105,1956_睡_C.json,twtsl:1956,
夫妻_B,13,,poor,poor 偵測率低,0.3021,0.02802,96,2924_夫妻_B.json,twtsl:2924,
怎麼,13,,poor,poor 偵測率低,0.4148,0.00454,229,twtsl2_怎麼.json,twtsl:rescan-2026-09,
洗澡_A,12,,severe,severe 抓不到手,0.0526,0.03086,133,0158_洗澡_A.json,twtsl:158,
洗澡_B,12,,poor,poor 偵測率低,0.4125,0.03388,80,0159_洗澡_B.json,twtsl:159,
抓_A,12,,poor,poor 偵測率低,0.3034,0.02044,89,0327_抓_A.json,twtsl:327,
抓_B,12,,severe,severe 抓不到手,0.0308,0.02122,65,0328_抓_B.json,twtsl:328,
聞_B,12,,severe,severe 抓不到手,0.0,0.02037,93,0841_香.json,twtsl:841,
興趣_N,12,,poor,poor 偵測率低,0.3761,0.01511,117,1208_喜歡_N.json,twtsl:1208,
興趣_S,12,,poor,poor 偵測率低,0.3396,0.02056,106,1209_喜歡_S.json,twtsl:1209,
記錄_B,12,,severe,severe 抓不到手,0.0693,0.01865,101,1749_紀錄_B.json,twtsl:1749,
記錄_A,12,,severe,severe 抓不到手,0.1346,0.02205,104,1750_紀錄_A.json,twtsl:1750,
厲害_B,12,,severe,severe 抓不到手,0.0725,0.03006,69,1949_厲害_B.json,twtsl:1949,
厲害_A,12,,severe,severe 抓不到手,0.0505,0.02497,99,1948_厲害_A.json,twtsl:1948,
聞_A,12,,severe,severe 抓不到手,0.0517,0.02072,116,1973_聞_A.json,twtsl:1973,
支持_A,12,,severe,severe 抓不到手,0.1571,0.02364,70,2117_支持_A.json,twtsl:2117,
支持_B,12,,severe,severe 抓不到手,0.0152,0.03905,66,2543_支持_B.json,twtsl:2543,
大賣場_A,12,,poor,poor 偵測率低,0.4741,0.0164,116,2725_購物(量販)中心_A.json,twtsl:2725,
大賣場,12,,poor,poor 偵測率低,0.4741,0.0164,116,2725_購物(量販)中心_A.json,twtsl:2725,大賣場_A
大賣場_B,12,,severe,severe 抓不到手,0.2823,0.02647,124,2726_購物(量販)中心_B.json,twtsl:2726,
聽障_A,12,,poor,poor 偵測率低,0.4222,0.04731,90,2910_聽障_A.json,twtsl:2910,
聽障_B,12,,severe,severe 抓不到手,0.011,0.03316,91,2911_聽障_B.json,twtsl:2911,
一半_A,12,,severe,severe 抓不到手,0.2326,0.02435,86,2976_一半_A.json,twtsl:2976,
一半_B,12,,severe,severe 抓不到手,0.125,0.02141,88,2977_一半_B.json,twtsl:2977,
會不會,12,,poor,poor 偵測率低,0.5882,0.01501,102,3531_會不會.json,twtsl:3531,
會不會_N,12,,poor,poor 偵測率低,0.5882,0.01501,102,3531_會不會_N.json,twtsl:3531,
會不會_S,12,,poor,poor 偵測率低,0.561,0.02415,123,3532_會不會_S.json,twtsl:3532,
三次,12,,poor,poor 偵測率低,0.4667,0.01664,90,moc_G2D2P3.json,moc:G2D2P3,
感冒_A,11,,severe,severe 抓不到手,0.0,0.022,86,0329_感冒_A.json,twtsl:329,
感冒,11,,poor,poor 偵測率低,0.4118,0.01882,85,0330_感冒_B.json,moe:vocabulary/06/0467,
感冒_B,11,,poor,poor 偵測率低,0.4118,0.01882,85,0330_感冒_B.json,twtsl:330,
冬天_A,11,,severe,severe 抓不到手,0.0341,0.02208,88,0424_冬_A.json,twtsl:424,
工廠_A,11,,severe,severe 抓不到手,0.0083,0.01982,120,0736_工廠_A.json,twtsl:736,
工廠_B,11,,severe,severe 抓不到手,0.1068,0.0202,103,0737_工廠_B.json,twtsl:737,
有名,11,,poor,poor 偵測率低,0.5647,0.01711,85,0752_有名.json,twtsl:752,
有名_N,11,,poor,poor 偵測率低,0.5647,0.01711,85,0752_有名_N.json,twtsl:752,
傳真_A,11,,poor,poor 偵測率低,0.3605,0.01716,86,0770_傳真_A.json,twtsl:770,
傳真_B,11,,poor,poor 偵測率低,0.5,0.0187,104,0771_傳真_B.json,twtsl:771,
第一名,11,,poor,poor 偵測率低,0.3955,0.02294,134,0803_第一名.json,twtsl:803,
第一名_N,11,,poor,poor 偵測率低,0.3955,0.02294,134,0803_第一名_N.json,twtsl:803,
第一名_S,11,,severe,severe 抓不到手,0.0112,0.02399,89,0804_第一名_S.json,twtsl:804,
未來_A,11,,severe,severe 抓不到手,0.1111,0.0345,99,0855_以後_A.json,twtsl:855,
未來_B,11,,severe,severe 抓不到手,0.2872,0.02081,94,0856_以後_B.json,twtsl:856,
有名_S,11,,poor,poor 偵測率低,0.3587,0.02281,92,0925_有名_S.json,twtsl:925,
猜_A,11,,poor,poor 偵測率低,0.4414,0.01811,111,0935_猜_A.json,twtsl:935,
猜_B,11,,severe,severe 抓不到手,0.0,0.02017,105,0936_猜_B.json,twtsl:936,
個性_A,11,,severe,severe 抓不到手,0.199,0.01567,196,1614_個性_A.json,twtsl:1614,
個性_B,11,,severe,severe 抓不到手,0.2586,0.01864,116,1615_個性_B.json,twtsl:1615,
持續_A,11,,poor,poor 偵測率低,0.4308,0.03658,65,2058_依然_A.json,twtsl:2058,
驚訝,11,,poor,poor 偵測率低,0.3617,0.01994,94,2047_吃驚.json,moc:G3D10P5,
驚訝_A,11,,poor,poor 偵測率低,0.3617,0.01994,94,2047_吃驚.json,twtsl:2047,
驚訝_B,11,,poor,poor 偵測率低,0.3056,0.02054,72,2048_嚇一跳_B.json,twtsl:2048,
冬天_B,11,,poor,poor 偵測率低,0.4273,0.02687,110,3046_冬天_B.json,twtsl:3046,
手錶,11,,poor,poor 偵測率低,0.5909,0.01395,22,moc_G1D15P1.json,moc:G1D15P1,
以上,11,,poor,poor 偵測率低,0.56,0.02758,50,moc_G3D9P3.json,moc:corpus-gapfill,
兩天,11,,severe,severe 抓不到手,0.2459,0.00853,61,moc_G4D13P4.json,moc:G4D13P4,
再次,11,,poor,poor 偵測率低,0.5714,0.01262,14,moc_I1P2_L.json,moc:I1P2,
解決,11,,poor,poor 偵測率低,0.3711,0.01388,194,twtsl2_解決.json,twtsl:rescan-2026-09,
地址_A,10,,severe,severe 抓不到手,0.0,0.01476,132,0026_地址_A.json,twtsl:26,
地址_B,10,,poor,poor 偵測率低,0.3385,0.04979,130,0027_地址_B.json,twtsl:27,
地址_C,10,,poor,poor 偵測率低,0.3167,0.02157,120,0028_地址_C.json,twtsl:28,
地址_D,10,,poor,poor 偵測率低,0.4667,0.01896,120,0029_地址_D.json,twtsl:29,
自行車_A,10,,severe,severe 抓不到手,0.0417,0.02697,144,0200_自行車_A.json,twtsl:200,
自行車_B,10,,severe,severe 抓不到手,0.05,0.02087,120,0201_自行車_B.json,twtsl:201,
契約_A,10,,poor,poor 偵測率低,0.4262,0.02686,61,0482_契約_A.json,twtsl:482,
契約,10,,poor,poor 偵測率低,0.4086,0.01996,93,0483_契約_B.json,moe:vocabulary/05/0337,
契約_B,10,,poor,poor 偵測率低,0.4086,0.01996,93,0483_契約_B.json,twtsl:483,
不夠_B,10,,severe,severe 抓不到手,0.1667,0.01671,114,1458_不夠_B.json,twtsl:1458,
不夠_A,10,,severe,severe 抓不到手,0.0078,0.01768,129,1459_不夠_A.json,twtsl:1459,
不夠_C,10,,severe,severe 抓不到手,0.25,0.01914,104,1460_不夠_C.json,twtsl:1460,
OK,10,,severe,severe 抓不到手,0.2314,0.02469,121,1507_OK.json,twtsl:1507,
一小時_A,10,,severe,severe 抓不到手,0.0,0.02039,96,1527_一個鐘頭_A.json,twtsl:1527,
一小時_B,10,,severe,severe 抓不到手,0.0261,0.01781,115,1528_一小時_B.json,twtsl:1528,
一小時_C,10,,severe,severe 抓不到手,0.1643,0.01956,140,1529_一小時_C.json,twtsl:1529,
罵_A,10,,severe,severe 抓不到手,0.0593,0.01764,118,1852_罵_A.json,twtsl:1852,
罵_B,10,,severe,severe 抓不到手,0.068,0.02112,103,1853_罵_B.json,twtsl:1853,
鹽_N,10,,poor,poor 偵測率低,0.5876,0.02409,97,1835_鹹_N.json,twtsl:1835,
鹽_S,10,,severe,severe 抓不到手,0.1062,0.0199,113,1836_鹹_S.json,twtsl:1836,
聰明_A,10,,poor,poor 偵測率低,0.4286,0.02536,105,1970_聰明_A.json,twtsl:1970,
聰明_B,10,,severe,severe 抓不到手,0.2235,0.02227,85,1971_聰明_B.json,twtsl:1971,
高_A,10,,poor,poor 偵測率低,0.4603,0.05842,63,2157_高_A.json,twtsl:2157,
高_B,10,,poor,poor 偵測率低,0.4943,0.02111,87,2575_高_B.json,twtsl:2575,
公車站_A,10,,poor,poor 偵測率低,0.4842,0.03402,95,2900_公車站_A.json,twtsl:2900,
公車站,10,,poor,poor 偵測率低,0.4842,0.03402,95,2900_公車站_A.json,twtsl:2900,
公車站_B,10,,poor,poor 偵測率低,0.3417,0.02919,120,2901_公車站_B.json,twtsl:2901,
輪流_B,10,,poor,poor 偵測率低,0.405,0.0243,121,3537_輪流_B.json,twtsl:3537,
輪流_C,10,,poor,poor 偵測率低,0.582,0.01788,122,3538_輪流_C.json,twtsl:3538,
輪流_A,10,,poor,poor 偵測率低,0.3451,0.02411,142,3536_輪流_A.json,twtsl:3536,
建設,10,,severe,severe 抓不到手,0.193,0.02309,114,moe_05_0978.json,moe:vocabulary/05/0978,
觀光,10,,severe,severe 抓不到手,0.2267,0.0431,75,moe_05_2139.json,moe:vocabulary/05/2139,
畫臉譜,10,,poor,poor 偵測率低,0.5735,0.00826,68,moc_I3P2_L.json,moc:I3P2,
老婆,10,,poor,poor 偵測率低,0.5714,0.02114,49,twtsl2_老婆.json,twtsl:rescan-2026-09,
＿,0,S24,missing,缺詞,,,,,,
＿地點,0,S26,missing,缺詞,,,,,,
我,2899,P01|P02|P04|P05|S09|S10|S11|S14|S15|S16|S17|S18|S19|S20|S24|S26|S29|S30,ok,,1.0,0.0101,20,moc_G2D1P1.json,moc:G2D1P1,
去,1528,P04|S15,ok,,1.0,0.01407,55,gs0911_去.json,unknown-d:綠幕-2026-09-11,
你,1221,P03|S01|S23|S25,ok,,0.9714,0.01445,70,moc_G1D4P2.json,moc:G1D4P2,
要,1149,P04|S14|S15|S20|S30,ok,,1.0,0.01337,58,gs0911_要.json,unknown-d:綠幕-2026-09-11,
這,980,S30,ok,,0.9677,0.01368,31,moc_G1D1P1.json,moc:G1D1P1,
什麼_B,703,,ok,,0.6761,0.01883,71,2432_什麼_B.json,twtsl:2432,
什麼,703,S23,ok,,0.9577,0.02146,71,gs0911_什麼.json,unknown-d:綠幕-2026-09-11,
有,597,,ok,,0.9881,0.01103,84,moc_G1D1P1.json,moc:G1D1P1,
不,457,S18,ok,,0.9688,0.01429,32,moc_G2D2P3.json,moc:G2D2P3,
工作,420,,ok,,0.9442,0.01328,215,twtsl2_工作.json,twtsl:rescan-2026-09,
可以,409,S12,ok,,1.0,0.00728,129,moc_G3D3P1.json,moc:G3D3P1,
明天,408,P04,ok,,1.0,0.01757,16,moc_G2D3P2.json,moc:G2D3P2,
今天,404,S22,ok,,0.9091,0.01795,55,gs0911_今天.json,unknown-d:綠幕-2026-09-11,
那,391,,ok,,0.825,0.01632,40,moc_G1D1P1.json,moc:G1D1P1,
再,359,S07,ok,,0.9623,0.02124,53,gs0911_再.json,unknown-d:綠幕-2026-09-11,
想,343,,ok,,1.0,0.01409,13,moc_G1D3P1.json,moc:G1D3P1,
聾人,332,,ok,,0.9333,0.0403,15,moc_G2D2P1.json,moc:G2D2P1,
棒,315,,ok,,1.0,0.00583,30,moc_G4D4P1.json,moc:G4D4P1,
自己,284,,ok,,0.7059,0.01486,119,1874_自己.json,twtsl:1874,
自己_N,284,,ok,,0.7059,0.01486,119,1874_自己_N.json,twtsl:1874,
以前,279,,ok,,1.0,0.00625,275,twtsl2_以前.json,twtsl:rescan-2026-09,
會,269,,ok,,0.8448,0.02512,58,twtsl2_會.json,twtsl:rescan-2026-09,
現在,231,S21,ok,,0.9091,0.01795,55,gs0911_今天.json,unknown-d:綠幕-2026-09-11,今天
告訴,227,,ok,,0.8696,0.04216,23,moc_G4D2P1.json,moc:G4D2P1,
沒有,225,,ok,,0.9259,0.01235,81,moc_G4D3P1.json,moc:G4D3P1,
手語,224,,ok,,0.825,0.02421,40,moc_G3D4P1.json,moc:G3D4P1,
人,222,P05,ok,,1.0,0.00865,32,moc_G1D1P1.json,moc:G1D1P1,
如果,218,,ok,,0.9219,0.01272,64,moc_G1D4P1.json,moc:G1D4P1,
朋友,217,,ok,,0.9286,0.01084,70,moc_G2D1P1.json,moc:G2D1P1,
他們,211,,ok,,0.9355,0.00917,93,moc_G1D1P1.json,moc:G1D1P1,
住,208,P01|P03|S25|S26,ok,,1.0,0.0137,31,moc_G4D1P1.json,moc:G4D1P1,
是,199,,ok,,0.9741,0.00893,116,moc_G2D1P1.json,moc:G2D1P1,
一樣,196,,ok,,1.0,0.00899,36,moc_G3D4P1.json,moc:G3D4P1,
吃,196,,ok,,0.7955,0.01229,132,moc_G4D1P2.json,moc:G4D1P2,
老師_S,194,,ok,,0.6154,0.01626,130,2173_老師_S.json,twtsl:2173,
老師,194,,ok,,0.6879,0.01178,157,2174_老師.json,twtsl:2174,
老師_N,194,,ok,,0.6879,0.01178,157,2174_老師_N.json,twtsl:2174,
我們,192,,ok,,0.9,0.01504,50,moc_G4D1P1.json,moc:G4D1P1,
多,189,,ok,,0.871,0.01366,31,moc_G1D1P1.json,moc:G1D1P1,
完,175,,ok,,0.7303,0.01123,89,twtsl2_完.json,twtsl:rescan-2026-09,
知道,164,S10,ok,,0.9747,0.03017,79,gs0911_知道.json,unknown-d:綠幕-2026-09-11,
喜歡,160,,ok,,0.9879,0.00917,165,twtsl2_喜歡.json,twtsl:rescan-2026-09,
有沒有,156,,ok,,1.0,0.0107,33,moc_G2D2P1.json,moc:G2D2P1,
時間,148,,ok,,1.0,0.01869,30,moc_G4D10P6.json,moc:corpus-gapfill,
買,143,,ok,,0.8878,0.01822,98,moc_G4D3P2.json,moc:G4D3P2,
覺得,142,,ok,,1.0,0.00993,27,moc_G3D2P4.json,moc:G3D2P4,
溝通,136,,ok,,0.7091,0.02841,110,twtsl2_溝通.json,twtsl:rescan-2026-09,
聽人,135,,ok,,1.0,0.00961,25,moc_G2D1P1.json,moc:G2D1P1,
讀書,130,,ok,,0.8125,0.01488,32,moc_G4D3P3.json,moc:G4D3P3,
見,129,,ok,,0.9697,0.01341,33,moc_G1D3P3.json,moc:G1D3P3,
最近,128,,ok,,1.0,0.01385,36,moc_G1D1P1.json,moc:G1D1P1,
手機,126,,ok,,0.75,0.02622,16,moc_G1D3P1.json,moc:G1D3P1,
但是,126,,ok,,0.9027,0.01497,113,twtsl2_但是.json,twtsl:rescan-2026-09,
寫,122,,ok,,0.9775,0.0294,89,moc_G4D3P1.json,moc:G4D3P1,
學校,121,,ok,,1.0,0.01152,41,moc_G4D4P1.json,moc:G4D4P1,
她,116,,ok,,0.9333,0.01293,30,moc_G3D2P1.json,moc:G3D2P1,
找,115,,ok,,0.912,0.02061,125,twtsl2_找.json,twtsl:rescan-2026-09,
玩,114,,ok,,0.8526,0.01232,95,moc_G1D1P1.json,moc:G1D1P1,
媽媽,113,,ok,,0.8991,0.01594,22,desk0912_媽媽.json,signtube:手語天地-2026-09,
家,113,,ok,,1.0,0.00418,23,moc_G4D1P1.json,moc:G4D1P1,
以後,112,,ok,,0.7949,0.01032,78,moc_G2D1P1.json,moc:G2D1P1,
希望,112,,ok,,0.8824,0.02845,17,moc_G2D3P2.json,moc:G2D3P2,
不一樣,110,,ok,,1.0,0.00709,89,moc_G1D3P2.json,moc:G1D3P2,
一,109,,ok,,0.9337,0.01225,196,twtsl2_一.json,twtsl:rescan-2026-09,
像,108,,ok,,1.0,0.00595,56,moc_G2D1P2.json,moc:G2D1P2,
各式各樣,107,,ok,,0.8065,0.01676,31,moc_G1D1P1.json,moc:G1D1P1,
