word,usage,in_sentences,tier,why,act,jit,frames,recording,source,alias_of
世界,24,,ok,,0.9825,0.00794,57,moc_G3D16P4.json,moc:G3D16P4,
整理,24,,ok,,0.9118,0.01367,34,moc_G3D2P3.json,moc:G3D2P3,
年,24,,ok,,1.0,0.01101,52,moc_G4D15P1.json,moc:G4D15P1,
分享,24,,ok,,0.8281,0.02164,64,moc_G4D6P1.json,moc:G4D6P1,
變,24,,ok,,0.8974,0.00663,39,moc_I4P1_L.json,moc:corpus-gapfill,
風景,23,,ok,,0.9556,0.0092,45,moc_G1D3P2.json,moc:G1D3P2,
地震,23,,ok,,0.9483,0.0224,58,moc_G2D11P1.json,moc:G2D11P1,
爬山,23,,ok,,0.9167,0.0267,48,moc_G2D2P1.json,moc:G2D2P1,
好不好,23,,ok,,1.0,0.00572,48,moc_G2D3P1.json,moc:G2D3P1,
咖啡店,23,,ok,,1.0,0.0043,65,moc_G3C5_L.json,moc:G3C5,
出門,23,,ok,,1.0,0.01526,35,moc_G3D2P3.json,moc:G3D2P3,
帶去,23,,ok,,0.9655,0.01255,87,moc_G3D2P3.json,moc:G3D2P3,
壓力,23,,ok,,0.8563,0.01872,174,signtube_壓力.json,signtube:手語天地-2026-09,
文字,23,,ok,,0.8871,0.01154,62,moc_G3D8P2.json,moc:G3D8P2,
技術,23,,ok,,0.8846,0.02024,26,moc_G3D8P2.json,moc:G3D8P2,
忙,23,,ok,,1.0,0.01944,23,moc_G4D11P1.json,moc:G4D11P1,
跑,23,,ok,,0.6316,0.03162,19,moc_G4D11P3.json,moc:G4D11P3,
第一個,23,,ok,,1.0,0.0271,19,moc_G4D12P1.json,moc:G4D12P1,
內容,23,,ok,,0.8095,0.03499,21,moc_G4D12P2.json,moc:G4D12P2,
很多,23,,ok,,0.8229,0.02068,96,moc_G4D1P1.json,moc:G4D1P1,
AI,23,,ok,,0.9623,0.01041,53,moc_G4D8P3.json,moc:G4D8P3,
味道,23,,ok,,0.9839,0.0053,62,twtsl2_味道.json,twtsl:rescan-2026-09,
差,23,,ok,,0.9946,0.00894,185,twtsl2_差.json,twtsl:rescan-2026-09,
最後,23,,ok,,1.0,0.00642,210,twtsl2_最後.json,twtsl:rescan-2026-09,
經驗過,23,,ok,,0.9333,0.01119,165,twtsl2_經驗過.json,twtsl:rescan-2026-09,
忍耐,22,,ok,,1.0,0.00582,53,moc_G1D13P3.json,moc:G1D13P3,
懂,22,,ok,,0.8889,0.04529,36,moc_G1D2.json,moc:G1D2,
意思,22,,ok,,0.8235,0.01772,34,moc_G1D4P2.json,moc:G1D4P2,
太太,22,,ok,,0.8636,0.02755,22,moc_G1D5P1.json,moc:G1D5P1,
等候,22,,ok,,0.9365,0.03811,63,moc_G1D5P1.json,moc:G1D5P1,
銀行,22,,ok,,0.9762,0.01203,42,moc_G1D6P1.json,moc:G1D6P1,
越來越多,22,,ok,,0.8108,0.02021,37,moc_G2D5P2.json,moc:G2D5P2,
忽然,22,,ok,,0.9032,0.02999,31,moc_G2D2P1.json,moc:G2D2P1,
或,22,,ok,,0.875,0.04801,16,moc_G2D3P2.json,moc:G2D3P2,
知識,22,,ok,,0.863,0.01453,73,moc_G3D4P4.json,moc:G3D4P4,
食物,22,,ok,,1.0,0.01138,51,moc_G3D1P1.json,moc:G3D1P1,
麵包,22,,ok,,0.9143,0.01257,35,moc_G3D1P2.json,moc:G3D1P2,
危險,22,,ok,,1.0,0.00603,55,moc_G3D3P1.json,moc:G3D3P1,
過,22,,ok,,0.775,0.02115,40,moc_G3D9P2.json,moc:G3D9P2,
主管,22,,ok,,0.7711,0.01605,83,moc_G3D9P3.json,moc:G3D9P3,
好奇,22,,ok,,0.9651,0.01468,86,moc_G4D3P2.json,moc:G4D3P2,
國中,22,,ok,,0.9062,0.00917,32,moc_G4D4P1.json,moc:G4D4P1,
環境,22,,ok,,1.0,0.00824,37,moc_G4D4P3.json,moc:G4D4P3,
叫,22,,ok,,0.9947,0.00715,189,twtsl2_叫.json,twtsl:rescan-2026-09,
計程車,22,,ok,,0.8119,0.0206,101,twtsl2_計程車.json,twtsl:rescan-2026-09,
魚,22,,ok,,1.0,0.00775,158,twtsl2_魚.json,twtsl:rescan-2026-09,
社會,21,,ok,,0.7015,0.02059,67,2587_社會.json,twtsl:2587,
社會_N,21,,ok,,0.7015,0.02059,67,2587_社會_N.json,twtsl:2587,
房子,21,,ok,,0.9326,0.0071,89,moc_G1D3P2.json,moc:G1D3P2,
配合,21,,ok,,1.0,0.00648,37,moc_G2D7P3.json,moc:G2D7P3,
拿,21,,ok,,1.0,0.00774,38,moc_G2D3P1.json,moc:G2D3P1,
水果,21,,ok,,1.0,0.00556,28,moc_G2D4P2.json,moc:G2D4P2,
租,21,,ok,,1.0,0.00759,50,moc_G2D8P2.json,moc:G2D8P2,
糖果,21,,ok,,0.7778,0.04334,18,moc_G2D9P1.json,moc:G2D9P1,
附近,21,,ok,,0.7778,0.01859,36,moc_G3D5P1.json,moc:G3D5P1,
大女兒,21,,ok,,1.0,0.01408,44,moc_G3D2P1.json,moc:G3D2P1,
一個月,21,,ok,,0.7143,0.04918,35,moc_G4D12P1.json,moc:G4D12P1,
各種,21,,ok,,0.7045,0.0108,44,moc_G4D8P3.json,moc:G4D8P3,
人去,21,,ok,,1.0,0.02462,34,moc_G4D9P1.json,moc:G4D9P1,
2009,21,,ok,,1.0,0.00359,64,moc_I2P1_L.json,moc:I2P1,
美國手語,21,,ok,,1.0,0.0043,52,moc_I5P1_L.json,moc:I5P1,
採訪,21,,ok,,0.876,0.02434,121,twtsl2_採訪.json,twtsl:rescan-2026-09,
遲到,20,,ok,,0.75,0.02419,48,moc_G1D15P3.json,moc:G1D15P3,
壞,20,,ok,,0.68,0.01137,100,moc_G1D15P1.json,moc:G1D15P1,
電話,20,,ok,,0.9143,0.02016,35,moc_G1D4P1.json,moc:G1D4P1,
經驗,20,,ok,,0.9756,0.00873,41,moc_G1D6P1.json,moc:G1D6P1,
骨頭,20,,ok,,1.0,0.00997,26,moc_G2D2P3.json,moc:G2D2P3,
正,20,,ok,,1.0,0.00731,48,moc_G2D3P1.json,moc:G2D3P1,
候選人,20,,ok,,1.0,0.01466,95,moc_G2D3P1.json,moc:G2D3P1,
團體,20,,ok,,0.92,0.02373,25,moc_G2D3P2.json,moc:G2D3P2,
好吃,20,,ok,,0.9891,0.00812,92,moc_G2D4P2.json,moc:G2D4P2,
小女兒,20,,ok,,1.0,0.00879,41,moc_G3D2P1.json,moc:G3D2P1,
警察,20,,ok,,0.9189,0.01411,37,moc_G3D6P4.json,moc:G3D6P4,
紀錄,20,,ok,,0.7353,0.0138,34,moc_G3D8P2.json,moc:G3D8P2,
小說,20,,ok,,1.0,0.02225,20,moc_G4D11P4.json,moc:G4D11P4,
邀請,20,,ok,,1.0,0.01084,43,moc_G4D14P1.json,moc:G4D14P1,
接近,20,,ok,,1.0,0.00355,44,moc_G4C41_R.json,moc:corpus-gapfill,
安排,20,,ok,,0.6531,0.0076,49,moc_G4D16P3.json,moc:G4D16P3,
面試,20,,ok,,1.0,0.01091,52,moc_G4D8P1.json,moc:G4D8P1,
沒問題,20,,ok,,0.7835,0.01186,97,moc_G4D8P3.json,moc:G4D8P3,
高中,20,,ok,,1.0,0.00746,41,moc_G4D4P1.json,moc:G4D4P1,
相處,20,,ok,,1.0,0.01413,40,moc_G4D4P3.json,moc:G4D4P3,
慢慢,20,,ok,,0.6,0.02567,30,moc_G4D9P2.json,moc:G4D9P2,
體育,20,,ok,,0.98,0.01735,200,twtsl2_體育.json,twtsl:rescan-2026-09,
前,19,,ok,,0.9375,0.01553,48,moc_G1D10P3.json,moc:G1D10P3,
下一個,19,,ok,,1.0,0.01193,55,moc_G1D3P2.json,moc:G1D3P2,
認識,19,,ok,,0.8889,0.01218,45,moc_G1D4P1.json,moc:G1D4P1,
派,19,,ok,,0.875,0.01518,32,moc_G1D4P1.json,moc:G1D4P1,
限制,19,,ok,,1.0,0.01974,30,moc_G1D4P2.json,moc:G1D4P2,
免費,19,,ok,,0.902,0.03832,51,moc_G1D5P1.json,moc:G1D5P1,
證明,19,,ok,,1.0,0.00768,14,moc_G2D1P3.json,moc:G2D1P3,
飯,19,,ok,,0.9688,0.00838,32,moc_G2D14P2.json,moc:G2D14P2,
陪伴,19,,ok,,1.0,0.02573,19,moc_G2D5P1.json,moc:G2D5P1,
鄰居,19,,ok,,0.931,0.01261,58,moc_G3D2P4.json,moc:G3D2P4,
臺北,19,,ok,,1.0,0.0121,37,moc_G4D4P3.json,moc:G4D4P3,
遇到,19,,ok,,0.9091,0.01933,55,moc_G4D4P3.json,moc:G4D4P3,
幫我,19,,ok,,0.8442,0.01466,77,twtsl2_幫我.json,twtsl:rescan-2026-09,
技巧,19,,ok,,0.8716,0.01252,109,twtsl2_技巧.json,twtsl:rescan-2026-09,
車,19,,ok,,0.7965,0.01343,113,twtsl2_車.json,twtsl:rescan-2026-09,
加入_B,18,,ok,,0.7217,0.01706,115,1126_加入_B.json,twtsl:1126,
訓練_B,18,,ok,,0.7739,0.01369,115,2271_訓練_B.json,twtsl:2271,
父母,18,,ok,,0.9062,0.01556,32,moc_G1D16P1.json,moc:G1D16P1,
日本,18,,ok,,0.9231,0.01314,39,moc_G1D1P2.json,moc:G1D1P2,
自然,18,,ok,,0.9375,0.01124,32,moc_G1D11P2.json,moc:G1D11P2,
出,18,,ok,,0.7826,0.0152,23,moc_G1D12P1.json,moc:G1D12P1,
回答,18,,ok,,0.9286,0.01408,42,moc_G1D4P2.json,moc:G1D4P2,
沒關係,18,,ok,,0.8125,0.01261,48,moc_G1D7P2.json,moc:G1D7P2,
貴,18,S28,ok,,0.9831,0.01303,59,gs0911_貴.json,unknown-d:綠幕-2026-09-11,
複製,18,,ok,,0.6667,0.02252,30,moc_G2D10P3.json,moc:G2D10P3,
招來,18,,ok,,0.9231,0.04271,13,moc_G2D11P2.json,moc:G2D11P2,
老人,18,,ok,,0.9688,0.03003,32,moc_G2D5P1.json,moc:G2D5P1,
挑選,18,,ok,,0.9483,0.01092,58,moc_G3D1P3.json,moc:G3D1P3,
隨便,18,,ok,,1.0,0.01595,30,moc_G3D2P3.json,moc:G3D2P3,
拍攝,18,,ok,,0.925,0.01378,40,moc_G3D8P2.json,moc:G3D8P2,
整天,18,,ok,,0.6154,0.04227,26,moc_G4D11P3.json,moc:G4D11P3,
提,18,,ok,,0.9,0.015,30,moc_G4D15P2.json,moc:G4D15P2,
賣,18,,ok,,0.7456,0.01578,114,moc_G4D1P3.json,moc:G4D1P3,
刷牙,18,,ok,,0.8333,0.0097,42,moc_G4D6P1.json,moc:G4D6P1,
主要,18,,ok,,0.871,0.01607,31,moc_G4D4P1.json,moc:G4D4P1,
讀唇,18,,ok,,0.92,0.02861,25,moc_G4D4P2.json,moc:G4D4P2,
不用,18,,ok,,0.6026,0.0056,156,twtsl2_不用.json,twtsl:rescan-2026-09,
中午,18,,ok,,0.9902,0.00892,205,twtsl2_中午.json,twtsl:rescan-2026-09,
加入,18,,ok,,0.915,0.00826,200,twtsl2_加入.json,twtsl:rescan-2026-09,
受傷,18,,ok,,0.7928,0.00929,111,twtsl2_受傷.json,twtsl:rescan-2026-09,
大概,18,,ok,,0.9917,0.00797,241,twtsl2_大概.json,twtsl:rescan-2026-09,
影片,18,,ok,,0.6768,0.04448,99,twtsl2_影片.json,twtsl:rescan-2026-09,
每,18,,ok,,0.6697,0.02438,109,twtsl2_每.json,twtsl:rescan-2026-09,
難過,18,,ok,,0.8762,0.00553,105,twtsl2_難過.json,twtsl:rescan-2026-09,
颱風,17,,ok,,0.7808,0.02528,73,moc_G1D11P1.json,moc:G1D11P1,
商店,17,,ok,,0.9778,0.00919,45,moc_G1D12P2.json,moc:G1D12P2,
請,17,S07|S08|S19,ok,,0.9167,0.01812,72,gs0911_請.json,unknown-d:綠幕-2026-09-11,
妳,17,,ok,,0.9714,0.01445,70,moc_G1D4P2.json,moc:G1D4P2,你
自助,17,,ok,,0.8933,0.01143,75,moc_G1D4P3.json,moc:G1D4P3,
門,17,,ok,,1.0,0.00846,29,moc_G1D7P1.json,moc:G1D7P1,
資料,17,,ok,,1.0,0.00927,27,moc_G2C21_R.json,moc:corpus-gapfill,
緊張,17,,ok,,1.0,0.01062,38,moc_G2D16P2.json,moc:G2D16P2,
天氣,17,,ok,,1.0,0.01001,58,moc_G2D4P2.json,moc:G2D4P2,
問題,17,,ok,,1.0,0.00986,34,moc_G3D14P1.json,moc:G3D14P1,
新鮮,17,,ok,,1.0,0.01346,68,moc_G3D15P2.json,moc:corpus-gapfill,
聽不見,17,,ok,,0.7447,0.01201,94,moc_G3D4P1.json,moc:G3D4P1,
帶走,17,,ok,,0.8533,0.01767,75,moc_G3D2P3.json,moc:G3D2P3,
她們兩個,17,,ok,,0.9474,0.0108,38,moc_G3D7P1.json,moc:G3D7P1,
夜市,17,,ok,,0.898,0.01444,98,moc_G3D7P1.json,moc:G3D7P1,
歷史,17,,ok,,0.6222,0.02686,45,moc_G3D8P1.json,moc:G3D8P1,
故事,17,,ok,,0.8182,0.02064,55,moc_G3D8P2.json,moc:G3D8P2,
接觸,17,,ok,,1.0,0.01765,15,moc_G4D11P2.json,moc:G4D11P2,
從小到大,17,,ok,,0.8889,0.01889,99,moc_G4D1P1.json,moc:G4D1P1,
算了,17,,ok,,0.8396,0.01584,106,moc_G4D1P1.json,moc:G4D1P1,
長大,17,,ok,,0.8846,0.02483,26,moc_G4D2P1.json,moc:G4D2P1,
窗戶,17,,ok,,0.9268,0.04568,41,moc_G4D2P1.json,moc:G4D2P1,
依舊,17,,ok,,0.7692,0.02095,26,moc_G4D5P2.json,moc:corpus-gapfill,
小時候,17,,ok,,0.9512,0.01359,123,moc_G4D3P1.json,moc:G4D3P1,
不管,17,,ok,,0.7576,0.0168,33,moc_G4D4P1.json,moc:G4D4P1,
終於,17,,ok,,0.9697,0.00639,99,moc_G4D4P3.json,moc:G4D4P3,
下車,17,,ok,,0.8214,0.02699,84,twtsl2_下車.json,twtsl:rescan-2026-09,
付錢,17,,ok,,1.0,0.00449,276,twtsl2_付錢.json,twtsl:rescan-2026-09,
完成,17,,ok,,0.6129,0.0094,93,twtsl2_完成.json,twtsl:rescan-2026-09,
期間,17,,ok,,0.7943,0.0095,175,twtsl2_期間.json,twtsl:rescan-2026-09,
森林,17,,ok,,0.7899,0.01273,257,twtsl2_森林.json,twtsl:rescan-2026-09,
煮飯,17,,ok,,0.9297,0.00701,185,twtsl2_煮飯.json,twtsl:rescan-2026-09,
肉_B,16,,ok,,0.6351,0.0109,148,1950_皮.json,twtsl:1950,
炎熱,16,,ok,,0.9608,0.00534,51,moc_G1C29_L.json,moc:corpus-gapfill,
Line,16,,ok,,1.0,0.00674,35,moc_G1C3_L.json,moc:G1C3,
好像,16,,ok,,1.0,0.01207,32,moc_G1D1P2.json,moc:G1D1P2,
打羽球,16,,ok,,1.0,0.00932,82,moc_G1D13P1.json,moc:G1D13P1,
滿,16,,ok,,0.878,0.02287,41,moc_G1D5P1.json,moc:G1D5P1,
減少,16,,ok,,0.9778,0.02193,45,moc_G2D11P3.json,moc:G2D11P3,
藥,16,,ok,,1.0,0.01856,16,moc_G2D6P3.json,moc:G2D6P3,
總統,16,,ok,,0.9516,0.01546,62,moc_G2D3P1.json,moc:G2D3P1,
不清楚,16,,ok,,1.0,0.00752,55,moc_G2D3P1.json,moc:G2D3P1,
顧慮,16,,ok,,1.0,0.00351,45,moc_G2D3P1.json,moc:G2D3P1,
特殊教育,16,,ok,,0.871,0.01188,31,moc_G3C21_L.json,moc:G3C21,
關心,16,,ok,,1.0,0.00687,63,moc_G3D3P5.json,moc:G3D3P5,
相信,16,,ok,,0.9623,0.01315,53,moc_G3D3P5.json,moc:G3D3P5,
飲料,16,,ok,,0.9851,0.01292,67,moc_G3D1P1.json,moc:G3D1P1,
圖書館,16,,ok,,0.7887,0.01567,71,moc_G3D2P3.json,moc:G3D2P3,
福利,16,,ok,,1.0,0.0213,21,moc_G4D2P1.json,moc:G4D2P1,
早餐,16,,ok,,0.7424,0.01919,66,moc_G4D6P1.json,moc:G4D6P1,
見面,16,,ok,,1.0,0.0106,44,moc_G4D4P1.json,moc:G4D4P1,
聽障奧運,16,,ok,,0.8901,0.00705,91,moc_I2P1_L.json,moc:I2P1,
高立德大學,16,,ok,,0.871,0.00922,31,moc_I5P1_L.json,moc:I5P1,
上網,16,,ok,,0.9412,0.01427,85,twtsl2_上網.json,twtsl:rescan-2026-09,
女兒,16,,ok,,0.8462,0.00647,252,desk0912_女兒.json,signtube:手語天地-2026-09,
得到,16,,ok,,0.7742,0.00775,93,twtsl2_得到.json,twtsl:rescan-2026-09,
差不多,16,,ok,,0.6493,0.01032,268,twtsl2_差不多.json,twtsl:rescan-2026-09,
游泳_A,15,,ok,,0.6092,0.03412,87,2129_游泳_A.json,twtsl:2129,
生氣,15,,ok,,0.8621,0.01975,58,moc_G1D15P2.json,moc:G1D15P2,
排隊,15,,ok,,0.9,0.00705,100,moc_G1D1P1.json,moc:G1D1P1,
送,15,,ok,,0.6968,0.01376,155,moc_G1D12P3.json,moc:G1D12P3,
右肩,15,,ok,,0.8718,0.01347,39,moc_G1D13P1.json,moc:G1D13P1,
一年,15,,ok,,1.0,0.01063,50,moc_G1D9P2.json,moc:G1D9P2,
畫,15,,ok,,1.0,0.00866,44,moc_G1D3P3.json,moc:G1D3P3,
介紹,15,,ok,,1.0,0.00705,58,moc_G1D6P2.json,moc:G1D6P2,
治療,15,,ok,,1.0,0.0069,31,moc_G2D1P1.json,moc:G2D1P1,
漸減,15,,ok,,1.0,0.00656,79,moc_G2D1P2.json,moc:G2D1P2,
不小心,15,,ok,,0.8824,0.02529,34,moc_G2D2P1.json,moc:G2D2P1,
只好,15,,ok,,0.9565,0.04468,23,moc_G2D3P2.json,moc:G2D3P2,
冷,15,,ok,,0.9167,0.02755,12,moc_G2D4P1.json,moc:G2D4P1,
床,15,,ok,,0.8,0.01935,25,moc_G3D11.json,moc:G3D11,
結婚,15,,ok,,0.7895,0.03637,19,moc_G3D12P2.json,moc:G3D12P2,
心情,15,,ok,,1.0,0.01437,85,moc_G3D15P2.json,moc:G3D15P2,
藝術,15,,ok,,1.0,0.00798,49,moc_G3D16P2.json,moc:G3D16P2,
衛生紙,15,,ok,,1.0,0.00628,76,moc_G3D1P2.json,moc:G3D1P2,
醬油,15,,ok,,0.984,0.011,125,moc_G3D1P2.json,moc:G3D1P2,
牛奶,15,,ok,,0.8125,0.01847,96,moc_G3D1P2.json,moc:G3D1P2,
下課,15,,ok,,0.7667,0.0143,30,moc_G3D2P2.json,moc:G3D2P2,
一整天,15,,ok,,0.8431,0.0175,51,moc_G3D2P3.json,moc:G3D2P3,
散步,15,,ok,,0.9057,0.01866,106,moc_G3D7P1.json,moc:G3D7P1,
增加,15,,ok,,0.7692,0.0192,65,moc_G3D8P2.json,moc:G3D8P2,
喝酒,15,,ok,,1.0,0.00627,17,moc_G4D10P5.json,moc:G4D10P5,
後,15,,ok,,1.0,0.02701,32,moc_G4D12P3.json,moc:G4D12P3,
規定,15,,ok,,1.0,0.00922,47,moc_G4D14P3.json,moc:G4D14P3,
海,15,,ok,,0.9574,0.02066,47,moc_G4D1P1.json,moc:G4D1P1,
每次,15,,ok,,0.8919,0.02205,37,moc_G4D8P1.json,moc:G4D8P1,
認真,15,,ok,,0.8767,0.01732,73,moc_G4D3P1.json,moc:G4D3P1,
豐富,15,,ok,,0.9551,0.01031,89,moc_G4D3P2.json,moc:G4D3P2,
便宜,15,,ok,,0.9459,0.02118,37,moc_G4D5P1.json,moc:G4D5P1,
動作,15,,ok,,0.7719,0.01744,114,twtsl2_動作.json,twtsl:rescan-2026-09,
好幾次,15,,ok,,0.8387,0.01736,62,twtsl2_好幾次.json,twtsl:rescan-2026-09,
病,15,,ok,,0.8595,0.01816,121,twtsl2_病.json,twtsl:rescan-2026-09,
紅,15,,ok,,0.9106,0.01387,179,twtsl2_紅.json,twtsl:rescan-2026-09,
號碼,15,,ok,,0.8725,0.01881,102,twtsl2_號碼.json,twtsl:rescan-2026-09,
買賣,15,,ok,,0.9498,0.0054,279,twtsl2_買賣.json,twtsl:rescan-2026-09,
高興,15,,ok,,0.8418,0.02739,158,twtsl2_高興.json,twtsl:rescan-2026-09,
飛機,15,,ok,,0.9809,0.00963,366,twtsl2_飛機.json,twtsl:rescan-2026-09,
國,14,,ok,,0.9565,0.01052,23,moc_G1D12P1.json,moc:G1D12P1,
文書,14,,ok,,0.8154,0.00727,65,moc_G1D6P1.json,moc:G1D6P1,
另外,14,,ok,,0.8214,0.01755,28,moc_G2D2P1.json,moc:G2D2P1,
恢復,14,,ok,,0.9167,0.02608,24,moc_G2D2P3.json,moc:G2D2P3,
問答,14,,ok,,1.0,0.00954,44,moc_G2D3P1.json,moc:G2D3P1,
雕像,14,,ok,,0.9907,0.01003,107,moc_G3D16P1.json,moc:G3D16P1,
研究,14,,ok,,0.94,0.00871,50,moc_G3D4P2.json,moc:G3D4P2,
以為,14,,ok,,1.0,0.00875,30,moc_G3D2P1.json,moc:G3D2P1,
班,14,,ok,,1.0,0.01163,38,moc_G3D2P2.json,moc:G3D2P2,
強,14,,ok,,1.0,0.01577,46,moc_G3D2P2.json,moc:G3D2P2,
騎腳踏車,14,,ok,,1.0,0.01197,69,moc_G3D3P1.json,moc:G3D3P1,
需要,14,,ok,,0.9286,0.01764,56,moc_G3D9P2.json,moc:G3D9P2,
一大疊,14,,ok,,0.7333,0.04088,30,moc_G4D11P3.json,moc:G4D11P3,
早,14,,ok,,1.0,0.01352,30,moc_G4C21_R.json,moc:G4C21,
就業服務員,14,,ok,,0.8235,0.02887,85,moc_G4D12P3.json,moc:G4D12P3,
導覽,14,,ok,,1.0,0.00703,56,moc_G4C6_L.json,moc:G4C6,
蛋,14,,ok,,1.0,0.00802,37,moc_G4D1P2.json,moc:G4D1P2,
信,14,,ok,,0.8421,0.0201,19,moc_G4D9P1.json,moc:G4D9P1,
紙,14,,ok,,0.9254,0.01681,67,moc_G4D6P3.json,moc:G4D6P3,
洗,14,,ok,,0.88,0.02144,25,moc_G4D6P4.json,moc:G4D6P4,
班級,14,,ok,,0.8889,0.01479,36,moc_G4D7P1.json,moc:G4D7P1,
唸書,14,,ok,,0.913,0.0071,46,moc_G4D7P2.json,moc:G4D7P2,
對於,14,,ok,,0.6757,0.02438,74,twtsl2_對於.json,twtsl:rescan-2026-09,
找到,14,,ok,,0.8674,0.00972,279,twtsl2_找到.json,twtsl:rescan-2026-09,
試試看,14,,ok,,0.6667,0.03085,54,twtsl2_試試看.json,twtsl:rescan-2026-09,
誤會,14,,ok,,0.8614,0.02255,101,twtsl2_誤會.json,twtsl:rescan-2026-09,
睡,13,,ok,,1.0,0.00219,43,moc_G1C26_R.json,moc:corpus-gapfill,
尷尬,13,,ok,,1.0,0.00629,84,moc_G1D16P2.json,moc:G1D16P2,
看起來,13,,ok,,0.9841,0.00739,63,moc_G1D13P1.json,moc:G1D13P1,
拍照,13,,ok,,0.7692,0.02039,26,moc_G1D3P3.json,moc:G1D3P3,
接著,13,,ok,,0.9286,0.02237,42,moc_G1D4P2.json,moc:G1D4P2,
代表,13,,ok,,0.9242,0.02009,66,moc_G1D4P2.json,moc:G1D4P2,
遠,13,,ok,,1.0,0.00655,68,moc_G1D7P2.json,moc:G1D7P2,
APP,13,,ok,,0.925,0.02067,40,moc_G2D11P2.json,moc:G2D11P2,
車禍,13,,ok,,1.0,0.01017,58,moc_G2D1P1.json,moc:G2D1P1,
聽力,13,,ok,,1.0,0.00612,87,moc_G2D1P1.json,moc:G2D1P1,
比如,13,,ok,,0.9885,0.01075,87,moc_G2D7P2.json,moc:G2D7P2,
輕,13,,ok,,1.0,0.01526,31,moc_G2D2P3.json,moc:G2D2P3,
翻譯員,13,,ok,,0.9444,0.02317,36,moc_G2D3P2.json,moc:G2D3P2,
掛號,13,,ok,,0.8837,0.02101,43,moc_G2D5P1.json,moc:G2D5P1,
汽車,13,,ok,,1.0,0.02201,38,moc_G3D3P2.json,moc:G3D3P2,
放入,13,,ok,,0.7571,0.01484,70,moc_G3D4P3.json,moc:G3D4P3,
讓,13,,ok,,0.9394,0.01719,33,moc_G3D6P2.json,moc:G3D6P2,
任何事物,13,,ok,,1.0,0.01318,33,moc_G3D2P2.json,moc:G3D2P2,
安靜,13,,ok,,0.7385,0.01441,65,moc_G3D2P3.json,moc:G3D2P3,
表演,13,,ok,,1.0,0.02368,15,moc_G4D11P1.json,moc:G4D11P1,
大開眼界,13,,ok,,0.75,0.03675,24,moc_G4D11P2.json,moc:G4D11P2,
房間,13,,ok,,0.6078,0.0278,51,moc_G4D11P2.json,moc:G4D11P2,
三十,13,,ok,,0.8571,0.02784,14,moc_G4D11P3.json,moc:G4D11P3,
高三,13,,ok,,1.0,0.02463,31,moc_G4D12P1.json,moc:G4D12P1,
親戚,13,,ok,,1.0,0.00959,32,moc_G4D1P3.json,moc:G4D1P3,
容易,13,,ok,,1.0,0.01905,59,moc_G4D7P5.json,moc:G4D7P5,
交流,13,,ok,,0.8367,0.0104,49,moc_G4D8P1.json,moc:G4D8P1,
口語,13,,ok,,0.9286,0.01146,28,moc_G4D8P3.json,moc:G4D8P3,
面對面,13,,ok,,1.0,0.01215,35,moc_G4D8P3.json,moc:G4D8P3,
第四,13,,ok,,0.9778,0.01325,45,moc_G4D6P2.json,moc:G4D6P2,
笑,13,,ok,,1.0,0.01132,26,moc_G4D3P2.json,moc:G4D3P2,
只有,13,,ok,,1.0,0.02527,17,moc_G4D4P2.json,moc:G4D4P2,
髒,13,,ok,,1.0,0.00432,34,moc_G4D5P1.json,moc:G4D5P1,
放,13,,ok,,0.9605,0.01902,76,moc_G4D5P1.json,moc:G4D5P1,
一竅不通,13,,ok,,0.75,0.01019,28,moc_G4D9P2.json,moc:G4D9P2,
聾人文化,13,,ok,,0.8689,0.01075,61,moc_I5P2_L.json,moc:I5P2,
行政,13,,ok,,0.8287,0.01873,251,signtube_行政.json,signtube:手語天地-2026-09,
今年,13,,ok,,0.8165,0.01869,109,twtsl2_今年.json,twtsl:rescan-2026-09,
埃及,13,,ok,,0.9539,0.01069,282,twtsl2_埃及.json,twtsl:rescan-2026-09,
油,13,,ok,,0.85,0.01719,120,twtsl2_油.json,twtsl:rescan-2026-09,
洗衣機,13,,ok,,1.0,0.00196,101,twtsl2_洗衣機.json,twtsl:rescan-2026-09,
車子,13,,ok,,0.8319,0.01132,113,twtsl2_車子.json,twtsl:rescan-2026-09,
關係,13,,ok,,0.9926,0.00962,135,twtsl2_關係.json,twtsl:rescan-2026-09,
果,12,,ok,,0.907,0.00705,43,moc_G1C32_L.json,moc:G1C32,
一律,12,,ok,,0.8723,0.01866,47,moc_G1D16P2.json,moc:G1D16P2,
花,12,,ok,,1.0,0.01532,39,moc_G1D1P2.json,moc:G1D1P2,
這裡,12,,ok,,0.9608,0.01319,51,moc_G1D1P2.json,moc:G1D1P2,
男人,12,,ok,,1.0,0.00667,27,moc_G1D15P1.json,moc:G1D15P1,
記錄,12,,ok,,0.7917,0.03991,48,moc_G1D2.json,moc:G1D2,
回來,12,,ok,,0.8095,0.03957,21,moc_G1D3P1.json,moc:G1D3P1,
借,12,,ok,,0.9286,0.02674,14,moc_G1D3P1.json,moc:G1D3P1,
參觀,12,,ok,,1.0,0.00855,16,moc_G1D3P3.json,moc:G1D3P3,
越來越少,12,,ok,,0.8913,0.0148,46,moc_G1D4P2.json,moc:G1D4P2,
手,12,,ok,,0.8387,0.01792,31,moc_G1D8P2.json,moc:G1D8P2,
個人,12,,ok,,1.0,0.014,23,moc_G2C21_R.json,moc:corpus-gapfill,
