word,usage,main_tier,main_act,main_frames,main_recording,main_source,variants
同學,38,ok,0.96,25,moc_G4D4P2.json,moc:G4D4P2,同學_B:poor:0.4237 同學_C:poor:0.425 同學_D:severe:0.2195 同學_F:ok:0.6 同學_A:poor:0.3173 同學_E:ok:0.7255
計畫,38,ok,1.0,39,moc_G2D3P1.json,moc:G2D3P1,計畫_A:severe:0.0 計畫_B:severe:0.0185
同事,38,ok,1.0,59,moc_G4D4P3.json,moc:G4D4P3,同事_A:ok:0.7397 同事_B:ok:0.7143
中山,38,ok,0.9275,138,pn_0116_中山.json,placename:116,
西門町,38,ok,0.93,100,pn_0375_西門町.json,placename:375,
士林,38,ok,0.6789,218,twtsl2_士林.json,twtsl:rescan-2026-09,
板橋,38,ok,0.6963,135,twtsl2_板橋.json,twtsl:rescan-2026-09,
下午,37,ok,0.8421,19,moc_G2D4P1.json,moc:G2D4P1,下午_B:poor:0.5581 下午_A:severe:0.0
水,37,ok,1.0,155,twtsl2_水.json,twtsl:rescan-2026-09,水_N:severe:0.2037 水_S:severe:0.0431
環視,37,ok,1.0,81,moc_G1D1P1.json,moc:G1D1P1,
剛剛,37,ok,1.0,38,moc_G1D13P3.json,moc:G1D13P3,
咖啡,37,ok,0.8378,37,moc_G1D10P1.json,moc:G1D10P1,
活動,37,ok,0.8235,68,moc_G2D7P2.json,moc:G2D7P2,
一點點,37,ok,1.0,19,moc_G2D2P3.json,moc:G2D2P3,
比較,37,ok,1.0,45,moc_G2D3P1.json,moc:G2D3P1,
保護,37,ok,0.7292,48,moc_G3D3P2.json,moc:G3D3P2,
那裡,36,ok,1.0,47,moc_G1D1P1.json,moc:G1D1P1,
公園,36,ok,0.9565,23,moc_G1D5P1.json,moc:G1D5P1,
不成,36,ok,1.0,51,moc_G1D6P1.json,moc:G1D6P1,
參加,36,ok,0.6857,35,moc_G2D10P4.json,moc:G2D10P4,
練習,36,ok,0.95,20,moc_G2D6P1.json,moc:G2D6P1,
誰,36,ok,0.9833,60,moc_G2D3P1.json,moc:G2D3P1,
討論,36,ok,0.9846,130,moc_G3D3P1.json,moc:G3D3P1,
外面,36,ok,1.0,33,moc_G4D1P1.json,moc:G4D1P1,
可能,35,ok,0.8846,26,moc_G2D4P1.json,moc:G2D4P1,
旅行,35,ok,0.9796,49,moc_G2D8P2.json,moc:G2D8P2,
針對,35,ok,0.8857,35,moc_G3D4P1.json,moc:G3D4P1,
休息,35,ok,0.8511,47,moc_G3D2P2.json,moc:G3D2P2,
文化,35,ok,0.7941,68,moc_G3D8P3.json,moc:G3D8P3,
坐,35,ok,0.9474,38,moc_G4D3P1.json,moc:G4D3P1,
決定,35,ok,0.9733,75,twtsl2_決定.json,twtsl:rescan-2026-09,
老是,35,ok,0.9313,131,twtsl2_老是.json,twtsl:rescan-2026-09,
顏色,34,ok,1.0,29,moc_G2D16P2.json,moc:G2D16P2,顏色_B:poor:0.5349 顏色_A:poor:0.4963
說話,34,ok,1.0,53,moc_G2D1P2.json,moc:G2D1P2,說話_A:poor:0.3942 說話_B:severe:0.2989
突然,34,ok,0.8519,27,moc_G2D1P1.json,moc:G2D1P1,突然_A:severe:0.1163 突然_B:poor:0.3605
聯絡,34,ok,0.9655,29,moc_G1D4P1.json,moc:G1D4P1,
例如,34,ok,0.9167,72,moc_G1D4P2.json,moc:G1D4P2,
國小,34,ok,1.0,56,moc_G4D4P1.json,moc:G4D4P1,
妹妹,34,ok,0.8476,105,twtsl2_妹妹.json,twtsl:rescan-2026-09,
不懂,33,ok,0.9268,41,moc_G4D2P1.json,moc:G4D2P1,不懂_N:poor:0.534 不懂_S:poor:0.3077 不懂_A:ok:0.7465 不懂_B:ok:0.7294
障礙,33,ok,1.0,31,moc_G3D3P4.json,moc:G3D3P4,障礙_A:ok:0.7077 障礙_B:poor:0.5606
報名,33,ok,0.9423,52,moc_G3D2P1.json,moc:G3D2P1,報名_A:poor:0.3362 報名_B:severe:0.2348
努力,33,ok,0.8056,36,moc_G1D2.json,moc:G1D2,
擔心,33,ok,1.0,104,moc_G2D3P1.json,moc:G2D3P1,
眼睛,33,ok,0.9744,39,moc_G3D6P1.json,moc:G3D6P1,
安全,33,ok,0.8784,74,moc_G3D3P1.json,moc:G3D3P1,
健康,33,ok,1.0,43,moc_G3D7P2.json,moc:G3D7P2,
設計,33,ok,1.0,39,moc_G4D7P1.json,moc:G4D7P1,
錢,33,ok,1.0,36,moc_G4D3P2.json,moc:G4D3P2,
一定,33,ok,0.8916,286,twtsl2_一定.json,twtsl:rescan-2026-09,
名字,32,ok,0.9552,67,gs0911_名字.json,unknown-d:綠幕-2026-09-11,名字_N:poor:0.4206 名字_S:poor:0.4138
怎麼辦,32,ok,0.9344,61,moc_G1D4P1.json,moc:G1D4P1,怎麼辦_A:severe:0.0965 怎麼辦_B:poor:0.3205
原本,32,ok,0.9062,32,moc_G2D16P1.json,moc:G2D16P1,
閱讀,32,ok,1.0,75,moc_G2D3P1.json,moc:G2D3P1,
一次,32,ok,0.9062,32,moc_G2D5P1.json,moc:G2D5P1,
放鬆,32,ok,1.0,63,moc_G3D7P1.json,moc:G3D7P1,
讀,32,ok,0.75,12,moc_G4D11P1.json,moc:G4D11P1,
辛苦,32,ok,0.985,133,moc_G4D1P3.json,moc:G4D1P3,
國外,32,ok,0.8056,72,moc_I1P4_R.json,moc:I1P4,
臺南,31,ok,1.0,30,moc_G4D4P1.json,moc:G4D4P1,臺南_B:severe:0.056 臺南_A:poor:0.368
還好,31,ok,0.9545,22,moc_G2D11P1.json,moc:G2D11P1,
多少錢,31,ok,1.0,28,moc_G2D6P2.json,moc:G2D6P2,
張,31,ok,0.8696,23,moc_G2D2P3.json,moc:G2D2P3,
真的,31,ok,0.9737,38,moc_G3D2P1.json,moc:G3D2P1,
少,31,ok,0.9639,83,moc_G3D2P4.json,moc:G3D2P4,
年輕,31,ok,0.9953,212,twtsl2_年輕.json,twtsl:rescan-2026-09,
電影,31,ok,0.6869,99,twtsl2_電影.json,twtsl:rescan-2026-09,
幫助,30,ok,0.783,106,twtsl2_幫助.json,twtsl:rescan-2026-09,幫助_N:severe:0.1809 幫助_S:severe:0.0316
老,30,ok,0.8462,39,moc_G1D4P2.json,moc:G1D4P2,老_A:severe:0.2468 老_B:poor:0.375
建議,30,ok,1.0,62,moc_G2D16P1.json,moc:corpus-gapfill,
重,30,ok,0.9,20,moc_G2D1P1.json,moc:G2D1P1,
複雜,30,ok,1.0,74,moc_G2D2P2.json,moc:G2D2P2,
志工,30,ok,0.9615,26,moc_G2D5P1.json,moc:G2D5P1,
家人,30,ok,0.9683,63,moc_G4D1P3.json,moc:G4D1P3,
兒子,30,ok,1.0,44,moc_G4D6P1.json,moc:G4D6P1,
三,30,ok,1.0,22,moc_G4D4P2.json,moc:G4D4P2,
表情,30,ok,0.9839,62,twtsl2_表情.json,twtsl:rescan-2026-09,
簡單,29,ok,0.9184,98,moc_G1D4P2.json,moc:G1D4P2,簡單_C:severe:0.1954 簡單_A:severe:0.0 簡單_B:poor:0.301
從來沒有,29,ok,0.9286,28,moc_G1D3P1.json,moc:G1D3P1,從來沒有_A:severe:0.2762 從來沒有_B:ok:0.6667
餐廳,29,ok,0.875,24,moc_G1D10P2.json,moc:G1D10P2,餐廳_A:severe:0.1983 餐廳_B:poor:0.5227
還沒,29,ok,1.0,35,moc_G1D4P1.json,moc:G1D4P1,
打電話,29,ok,0.9474,114,moc_G1D4P1.json,moc:G1D4P1,
原來,29,ok,0.775,40,moc_G1D7P1.json,moc:G1D7P1,
過程,29,ok,1.0,54,moc_G2D2P2.json,moc:G2D2P2,
山,29,ok,1.0,30,moc_G2D4P1.json,moc:G2D4P1,
見到,29,ok,1.0,36,moc_G3D3P1.json,moc:G3D3P1,
第二個,29,ok,0.9355,31,moc_G4D12P2.json,moc:G4D12P2,
第三,29,ok,0.8864,44,moc_G4D2P2.json,moc:G4D2P2,
台灣,29,ok,0.8769,130,twtsl2_台灣.json,twtsl:rescan-2026-09,
筆談,28,ok,1.0,21,moc_G4D4P2.json,moc:G4D4P2,筆談_A:severe:0.0 筆談_B:poor:0.3625
素,28,ok,1.0,23,moc_G1D16P1.json,moc:G1D16P1,
交給,28,ok,0.8226,62,moc_G1D8P1.json,moc:G1D8P1,
下次,28,ok,0.875,16,moc_G2D6P1.json,moc:G2D6P1,
熱,28,ok,0.875,32,moc_G2D4P1.json,moc:G2D4P1,
老闆,28,ok,0.9821,56,moc_G4D3P2.json,moc:G4D3P2,
人員,28,ok,0.9677,62,moc_I2P2_L.json,moc:corpus-gapfill,
鼓勵,28,ok,0.6164,73,twtsl2_鼓勵.json,twtsl:rescan-2026-09,
展覽,27,ok,0.8788,33,moc_G1D3P3.json,moc:G1D3P3,展覽_A:severe:0.0 展覽_B:severe:0.0291
程度,27,ok,1.0,60,moc_G2D1P1.json,moc:G2D1P1,
翻譯,27,ok,1.0,24,moc_G2D2P1.json,moc:G2D2P1,
起床,27,ok,0.8125,48,moc_G3D2P3.json,moc:G3D2P3,
外婆,27,ok,0.8676,287,twtsl2_外婆.json,twtsl:rescan-2026-09,
繼續,27,ok,0.8938,113,twtsl2_繼續.json,twtsl:rescan-2026-09,
不好,26,ok,0.9545,22,moc_G1D15P3.json,moc:G1D15P3,不好_A:severe:0.2386 不好_B:poor:0.3093
慢,26,ok,0.9714,70,gs0911_慢.json,unknown-d:綠幕-2026-09-11,慢_N:severe:0.2336 慢_S:poor:0.5833
帶,26,ok,1.0,34,moc_G1D1P1.json,moc:G1D1P1,
左右,26,ok,1.0,44,moc_G1D1P2.json,moc:G1D1P2,
臉書,26,ok,1.0,16,moc_G1D3P1.json,moc:G1D3P1,
打字,26,ok,1.0,37,moc_G1D6P1.json,moc:G1D6P1,
加,26,ok,0.8723,47,moc_G2D7P2.json,moc:G2D7P2,
當然,26,ok,1.0,93,moc_G2D4P2.json,moc:G2D4P2,
開竅,26,ok,1.0,17,moc_G2D9P2.json,moc:G2D9P2,
英文,26,ok,0.8095,21,moc_G4D12P1.json,moc:G4D12P1,
唯一,26,ok,1.0,61,moc_G4D4P3.json,moc:G4D4P3,
其他,26,ok,0.8333,24,moc_G4D5P1.json,moc:G4D5P1,
別人,26,ok,0.9167,12,moc_G4D9P2.json,moc:G4D9P2,
接下來,26,ok,0.9362,94,twtsl2_接下來.json,twtsl:rescan-2026-09,
過了,25,ok,0.9737,38,moc_G3C32_L.json,moc:corpus-gapfill,過了_B:severe:0.0 過了_A:poor:0.5
吵架,25,ok,0.9524,21,moc_G2D9P1.json,moc:G2D9P1,吵架_A:poor:0.5846 吵架_B:severe:0.2459
進去,25,ok,1.0,42,moc_G1D7P1.json,moc:G1D7P1,
船,25,ok,0.7105,38,moc_G2D16P1.json,moc:G2D16P1,
幸好,25,ok,0.9178,73,moc_G2D2P1.json,moc:G2D2P1,
觀賞,25,ok,1.0,50,moc_G2D3P1.json,moc:G2D3P1,
種種,25,ok,0.6,55,moc_G2D8P1.json,moc:G2D8P1,
印象,25,ok,0.9659,88,moc_G3D10P3.json,moc:G3D10P3,
忘記,25,ok,0.9762,42,moc_G3D2P3.json,moc:G3D2P3,
火災,25,ok,0.9167,24,moc_G4D14P1.json,moc:G4D14P1,
店,25,ok,1.0,45,moc_G4D1P3.json,moc:G4D1P3,
回去,25,ok,0.9844,64,moc_G4D4P3.json,moc:G4D4P3,
改,25,ok,0.8447,103,twtsl2_改.json,twtsl:rescan-2026-09,
聽損,24,ok,1.0,33,moc_G2D1P1.json,moc:G2D1P1,聽損_A:poor:0.4222 聽損_B:severe:0.011
票,24,ok,1.0,34,moc_G1D14P3.json,moc:G1D14P3,
大部分,24,ok,0.9216,51,moc_G1D4P1.json,moc:G1D4P1,
你們,24,ok,0.9118,34,moc_G1D4P2.json,moc:G1D4P2,
會議,24,ok,0.9792,48,moc_G1D4P3.json,moc:G1D4P3,
世界,24,ok,0.9825,57,moc_G3D16P4.json,moc:G3D16P4,
整理,24,ok,0.9118,34,moc_G3D2P3.json,moc:G3D2P3,
年,24,ok,1.0,52,moc_G4D15P1.json,moc:G4D15P1,
分享,24,ok,0.8281,64,moc_G4D6P1.json,moc:G4D6P1,
變,24,ok,0.8974,39,moc_I4P1_L.json,moc:corpus-gapfill,
爬山,23,ok,0.9167,48,moc_G2D2P1.json,moc:G2D2P1,爬山_A:poor:0.301 爬山_B:poor:0.5488
跑,23,ok,0.6316,19,moc_G4D11P3.json,moc:G4D11P3,跑_B:poor:0.431 跑_A:severe:0.0233
風景,23,ok,0.9556,45,moc_G1D3P2.json,moc:G1D3P2,
地震,23,ok,0.9483,58,moc_G2D11P1.json,moc:G2D11P1,
好不好,23,ok,1.0,48,moc_G2D3P1.json,moc:G2D3P1,
咖啡店,23,ok,1.0,65,moc_G3C5_L.json,moc:G3C5,
出門,23,ok,1.0,35,moc_G3D2P3.json,moc:G3D2P3,
帶去,23,ok,0.9655,87,moc_G3D2P3.json,moc:G3D2P3,
壓力,23,ok,0.8563,174,signtube_壓力.json,signtube:手語天地-2026-09,
文字,23,ok,0.8871,62,moc_G3D8P2.json,moc:G3D8P2,
技術,23,ok,0.8846,26,moc_G3D8P2.json,moc:G3D8P2,
忙,23,ok,1.0,23,moc_G4D11P1.json,moc:G4D11P1,
第一個,23,ok,1.0,19,moc_G4D12P1.json,moc:G4D12P1,
內容,23,ok,0.8095,21,moc_G4D12P2.json,moc:G4D12P2,
很多,23,ok,0.8229,96,moc_G4D1P1.json,moc:G4D1P1,
AI,23,ok,0.9623,53,moc_G4D8P3.json,moc:G4D8P3,
味道,23,ok,0.9839,62,twtsl2_味道.json,twtsl:rescan-2026-09,
差,23,ok,0.9946,185,twtsl2_差.json,twtsl:rescan-2026-09,
最後,23,ok,1.0,210,twtsl2_最後.json,twtsl:rescan-2026-09,
經驗過,23,ok,0.9333,165,twtsl2_經驗過.json,twtsl:rescan-2026-09,
懂,22,ok,0.8889,36,moc_G1D2.json,moc:G1D2,懂_N:poor:0.5699 懂_S:poor:0.4308
或,22,ok,0.875,16,moc_G2D3P2.json,moc:G2D3P2,或_A:severe:0.0 或_B:severe:0.1905
忽然,22,ok,0.9032,31,moc_G2D2P1.json,moc:G2D2P1,忽然_A:severe:0.1163 忽然_B:poor:0.3605
主管,22,ok,0.7711,83,moc_G3D9P3.json,moc:G3D9P3,主管_A:poor:0.44 主管_B:severe:0.2991
忍耐,22,ok,1.0,53,moc_G1D13P3.json,moc:G1D13P3,
意思,22,ok,0.8235,34,moc_G1D4P2.json,moc:G1D4P2,
太太,22,ok,0.8636,22,moc_G1D5P1.json,moc:G1D5P1,
等候,22,ok,0.9365,63,moc_G1D5P1.json,moc:G1D5P1,
銀行,22,ok,0.9762,42,moc_G1D6P1.json,moc:G1D6P1,
越來越多,22,ok,0.8108,37,moc_G2D5P2.json,moc:G2D5P2,
知識,22,ok,0.863,73,moc_G3D4P4.json,moc:G3D4P4,
食物,22,ok,1.0,51,moc_G3D1P1.json,moc:G3D1P1,
麵包,22,ok,0.9143,35,moc_G3D1P2.json,moc:G3D1P2,
危險,22,ok,1.0,55,moc_G3D3P1.json,moc:G3D3P1,
過,22,ok,0.775,40,moc_G3D9P2.json,moc:G3D9P2,
好奇,22,ok,0.9651,86,moc_G4D3P2.json,moc:G4D3P2,
國中,22,ok,0.9062,32,moc_G4D4P1.json,moc:G4D4P1,
環境,22,ok,1.0,37,moc_G4D4P3.json,moc:G4D4P3,
叫,22,ok,0.9947,189,twtsl2_叫.json,twtsl:rescan-2026-09,
計程車,22,ok,0.8119,101,twtsl2_計程車.json,twtsl:rescan-2026-09,
魚,22,ok,1.0,158,twtsl2_魚.json,twtsl:rescan-2026-09,
糖果,21,ok,0.7778,18,moc_G2D9P1.json,moc:G2D9P1,糖果_A:poor:0.3371 糖果_B:poor:0.3714 糖果_C:severe:0.2294
社會,21,ok,0.7015,67,2587_社會.json,twtsl:2587,社會_S:poor:0.4265 社會_N:ok:0.7015
房子,21,ok,0.9326,89,moc_G1D3P2.json,moc:G1D3P2,
配合,21,ok,1.0,37,moc_G2D7P3.json,moc:G2D7P3,
拿,21,ok,1.0,38,moc_G2D3P1.json,moc:G2D3P1,
水果,21,ok,1.0,28,moc_G2D4P2.json,moc:G2D4P2,
租,21,ok,1.0,50,moc_G2D8P2.json,moc:G2D8P2,
附近,21,ok,0.7778,36,moc_G3D5P1.json,moc:G3D5P1,
大女兒,21,ok,1.0,44,moc_G3D2P1.json,moc:G3D2P1,
一個月,21,ok,0.7143,35,moc_G4D12P1.json,moc:G4D12P1,
各種,21,ok,0.7045,44,moc_G4D8P3.json,moc:G4D8P3,
人去,21,ok,1.0,34,moc_G4D9P1.json,moc:G4D9P1,
2009,21,ok,1.0,64,moc_I2P1_L.json,moc:I2P1,
美國手語,21,ok,1.0,52,moc_I5P1_L.json,moc:I5P1,
採訪,21,ok,0.876,121,twtsl2_採訪.json,twtsl:rescan-2026-09,
遲到,20,ok,0.75,48,moc_G1D15P3.json,moc:G1D15P3,遲到_A:severe:0.2925 遲到_B:severe:0.1591
好吃,20,ok,0.9891,92,moc_G2D4P2.json,moc:G2D4P2,好吃_B:severe:0.0 好吃_A:severe:0.0932
紀錄,20,ok,0.7353,34,moc_G3D8P2.json,moc:G3D8P2,紀錄_B:severe:0.0693 紀錄_A:severe:0.1346
壞,20,ok,0.68,100,moc_G1D15P1.json,moc:G1D15P1,
電話,20,ok,0.9143,35,moc_G1D4P1.json,moc:G1D4P1,
經驗,20,ok,0.9756,41,moc_G1D6P1.json,moc:G1D6P1,
骨頭,20,ok,1.0,26,moc_G2D2P3.json,moc:G2D2P3,
正,20,ok,1.0,48,moc_G2D3P1.json,moc:G2D3P1,
候選人,20,ok,1.0,95,moc_G2D3P1.json,moc:G2D3P1,
團體,20,ok,0.92,25,moc_G2D3P2.json,moc:G2D3P2,
小女兒,20,ok,1.0,41,moc_G3D2P1.json,moc:G3D2P1,
警察,20,ok,0.9189,37,moc_G3D6P4.json,moc:G3D6P4,
小說,20,ok,1.0,20,moc_G4D11P4.json,moc:G4D11P4,
邀請,20,ok,1.0,43,moc_G4D14P1.json,moc:G4D14P1,
接近,20,ok,1.0,44,moc_G4C41_R.json,moc:corpus-gapfill,
安排,20,ok,0.6531,49,moc_G4D16P3.json,moc:G4D16P3,
面試,20,ok,1.0,52,moc_G4D8P1.json,moc:G4D8P1,
沒問題,20,ok,0.7835,97,moc_G4D8P3.json,moc:G4D8P3,
高中,20,ok,1.0,41,moc_G4D4P1.json,moc:G4D4P1,
相處,20,ok,1.0,40,moc_G4D4P3.json,moc:G4D4P3,
慢慢,20,ok,0.6,30,moc_G4D9P2.json,moc:G4D9P2,
體育,20,ok,0.98,200,twtsl2_體育.json,twtsl:rescan-2026-09,
車,19,ok,0.7965,113,twtsl2_車.json,twtsl:rescan-2026-09,車_A:severe:0.0072 車_B:severe:0.047 車_S:severe:0.1721
車_A,19,(無主鍵),,,,,車_A_N:severe:0.0072
車_B,19,(無主鍵),,,,,車_B_N:severe:0.047
認識,19,ok,0.8889,45,moc_G1D4P1.json,moc:G1D4P1,認識_B:severe:0.2621 認識_A:poor:0.4308
前,19,ok,0.9375,48,moc_G1D10P3.json,moc:G1D10P3,
下一個,19,ok,1.0,55,moc_G1D3P2.json,moc:G1D3P2,
派,19,ok,0.875,32,moc_G1D4P1.json,moc:G1D4P1,
限制,19,ok,1.0,30,moc_G1D4P2.json,moc:G1D4P2,
免費,19,ok,0.902,51,moc_G1D5P1.json,moc:G1D5P1,
證明,19,ok,1.0,14,moc_G2D1P3.json,moc:G2D1P3,
飯,19,ok,0.9688,32,moc_G2D14P2.json,moc:G2D14P2,
陪伴,19,ok,1.0,19,moc_G2D5P1.json,moc:G2D5P1,
鄰居,19,ok,0.931,58,moc_G3D2P4.json,moc:G3D2P4,
臺北,19,ok,1.0,37,moc_G4D4P3.json,moc:G4D4P3,
遇到,19,ok,0.9091,55,moc_G4D4P3.json,moc:G4D4P3,
幫我,19,ok,0.8442,77,twtsl2_幫我.json,twtsl:rescan-2026-09,
技巧,19,ok,0.8716,109,twtsl2_技巧.json,twtsl:rescan-2026-09,
整天,18,ok,0.6154,26,moc_G4D11P3.json,moc:G4D11P3,整天_B:poor:0.3171 整天_A:severe:0.1368
沒關係,18,ok,0.8125,48,moc_G1D7P2.json,moc:G1D7P2,沒關係_A:poor:0.3966 沒關係_B:severe:0.1786
貴,18,ok,0.9831,59,gs0911_貴.json,unknown-d:綠幕-2026-09-11,貴_A:severe:0.2824 貴_B:poor:0.4103
拍攝,18,ok,0.925,40,moc_G3D8P2.json,moc:G3D8P2,拍攝_A:severe:0.0571 拍攝_B:poor:0.407 拍攝_C:severe:0.0353
加入,18,ok,0.915,200,twtsl2_加入.json,twtsl:rescan-2026-09,加入_A:poor:0.5529 加入_B:ok:0.7217
不用,18,ok,0.6026,156,twtsl2_不用.json,twtsl:rescan-2026-09,不用_N:poor:0.3191 不用_S:severe:0.2333
父母,18,ok,0.9062,32,moc_G1D16P1.json,moc:G1D16P1,父母_A:poor:0.4486 父母_B:poor:0.5214
日本,18,ok,0.9231,39,moc_G1D1P2.json,moc:G1D1P2,
自然,18,ok,0.9375,32,moc_G1D11P2.json,moc:G1D11P2,
出,18,ok,0.7826,23,moc_G1D12P1.json,moc:G1D12P1,
回答,18,ok,0.9286,42,moc_G1D4P2.json,moc:G1D4P2,
複製,18,ok,0.6667,30,moc_G2D10P3.json,moc:G2D10P3,
招來,18,ok,0.9231,13,moc_G2D11P2.json,moc:G2D11P2,
老人,18,ok,0.9688,32,moc_G2D5P1.json,moc:G2D5P1,
挑選,18,ok,0.9483,58,moc_G3D1P3.json,moc:G3D1P3,
隨便,18,ok,1.0,30,moc_G3D2P3.json,moc:G3D2P3,
提,18,ok,0.9,30,moc_G4D15P2.json,moc:G4D15P2,
賣,18,ok,0.7456,114,moc_G4D1P3.json,moc:G4D1P3,
刷牙,18,ok,0.8333,42,moc_G4D6P1.json,moc:G4D6P1,
主要,18,ok,0.871,31,moc_G4D4P1.json,moc:G4D4P1,
讀唇,18,ok,0.92,25,moc_G4D4P2.json,moc:G4D4P2,
中午,18,ok,0.9902,205,twtsl2_中午.json,twtsl:rescan-2026-09,
受傷,18,ok,0.7928,111,twtsl2_受傷.json,twtsl:rescan-2026-09,
大概,18,ok,0.9917,241,twtsl2_大概.json,twtsl:rescan-2026-09,
影片,18,ok,0.6768,99,twtsl2_影片.json,twtsl:rescan-2026-09,
每,18,ok,0.6697,109,twtsl2_每.json,twtsl:rescan-2026-09,
難過,18,ok,0.8762,105,twtsl2_難過.json,twtsl:rescan-2026-09,
緊張,17,ok,1.0,38,moc_G2D16P2.json,moc:G2D16P2,緊張_A:poor:0.4014 緊張_B:poor:0.4754
夜市,17,ok,0.898,98,moc_G3D7P1.json,moc:G3D7P1,夜市_A:poor:0.4338 夜市_B:poor:0.3401 夜市_C:poor:0.3867 夜市_D:severe:0.1709 夜市_E:poor:0.4436
天氣,17,ok,1.0,58,moc_G2D4P2.json,moc:G2D4P2,天氣_A:severe:0.2063 天氣_B:severe:0.1885
颱風,17,ok,0.7808,73,moc_G1D11P1.json,moc:G1D11P1,
商店,17,ok,0.9778,45,moc_G1D12P2.json,moc:G1D12P2,
請,17,ok,0.9167,72,gs0911_請.json,unknown-d:綠幕-2026-09-11,
妳,17,ok,0.9714,70,moc_G1D4P2.json,moc:G1D4P2,
自助,17,ok,0.8933,75,moc_G1D4P3.json,moc:G1D4P3,
門,17,ok,1.0,29,moc_G1D7P1.json,moc:G1D7P1,
資料,17,ok,1.0,27,moc_G2C21_R.json,moc:corpus-gapfill,
問題,17,ok,1.0,34,moc_G3D14P1.json,moc:G3D14P1,
新鮮,17,ok,1.0,68,moc_G3D15P2.json,moc:corpus-gapfill,
聽不見,17,ok,0.7447,94,moc_G3D4P1.json,moc:G3D4P1,
帶走,17,ok,0.8533,75,moc_G3D2P3.json,moc:G3D2P3,
她們兩個,17,ok,0.9474,38,moc_G3D7P1.json,moc:G3D7P1,
歷史,17,ok,0.6222,45,moc_G3D8P1.json,moc:G3D8P1,
故事,17,ok,0.8182,55,moc_G3D8P2.json,moc:G3D8P2,
接觸,17,ok,1.0,15,moc_G4D11P2.json,moc:G4D11P2,
從小到大,17,ok,0.8889,99,moc_G4D1P1.json,moc:G4D1P1,
算了,17,ok,0.8396,106,moc_G4D1P1.json,moc:G4D1P1,
長大,17,ok,0.8846,26,moc_G4D2P1.json,moc:G4D2P1,
窗戶,17,ok,0.9268,41,moc_G4D2P1.json,moc:G4D2P1,
依舊,17,ok,0.7692,26,moc_G4D5P2.json,moc:corpus-gapfill,
小時候,17,ok,0.9512,123,moc_G4D3P1.json,moc:G4D3P1,
不管,17,ok,0.7576,33,moc_G4D4P1.json,moc:G4D4P1,
終於,17,ok,0.9697,99,moc_G4D4P3.json,moc:G4D4P3,
下車,17,ok,0.8214,84,twtsl2_下車.json,twtsl:rescan-2026-09,
付錢,17,ok,1.0,276,twtsl2_付錢.json,twtsl:rescan-2026-09,
完成,17,ok,0.6129,93,twtsl2_完成.json,twtsl:rescan-2026-09,
期間,17,ok,0.7943,175,twtsl2_期間.json,twtsl:rescan-2026-09,
森林,17,ok,0.7899,257,twtsl2_森林.json,twtsl:rescan-2026-09,
煮飯,17,ok,0.9297,185,twtsl2_煮飯.json,twtsl:rescan-2026-09,
見面,16,ok,1.0,44,moc_G4D4P1.json,moc:G4D4P1,見面_A:poor:0.4058 見面_B:poor:0.5333
圖書館,16,ok,0.7887,71,moc_G3D2P3.json,moc:G3D2P3,圖書館_B:severe:0.0833
炎熱,16,ok,0.9608,51,moc_G1C29_L.json,moc:corpus-gapfill,
Line,16,ok,1.0,35,moc_G1C3_L.json,moc:G1C3,
好像,16,ok,1.0,32,moc_G1D1P2.json,moc:G1D1P2,
打羽球,16,ok,1.0,82,moc_G1D13P1.json,moc:G1D13P1,
滿,16,ok,0.878,41,moc_G1D5P1.json,moc:G1D5P1,
減少,16,ok,0.9778,45,moc_G2D11P3.json,moc:G2D11P3,
藥,16,ok,1.0,16,moc_G2D6P3.json,moc:G2D6P3,
總統,16,ok,0.9516,62,moc_G2D3P1.json,moc:G2D3P1,
不清楚,16,ok,1.0,55,moc_G2D3P1.json,moc:G2D3P1,
顧慮,16,ok,1.0,45,moc_G2D3P1.json,moc:G2D3P1,
特殊教育,16,ok,0.871,31,moc_G3C21_L.json,moc:G3C21,
關心,16,ok,1.0,63,moc_G3D3P5.json,moc:G3D3P5,
相信,16,ok,0.9623,53,moc_G3D3P5.json,moc:G3D3P5,
飲料,16,ok,0.9851,67,moc_G3D1P1.json,moc:G3D1P1,
福利,16,ok,1.0,21,moc_G4D2P1.json,moc:G4D2P1,
早餐,16,ok,0.7424,66,moc_G4D6P1.json,moc:G4D6P1,
聽障奧運,16,ok,0.8901,91,moc_I2P1_L.json,moc:I2P1,
高立德大學,16,ok,0.871,31,moc_I5P1_L.json,moc:I5P1,
